Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A9D6RTK3	unreviewed	Corrinoid adenosyltransferase	2033014	Armatimonadota bacterium	194	IPR029499	2..177
A0A9D6S8B7	unreviewed	Corrinoid adenosyltransferase	2093373	Microgenomates bacterium	157	IPR029499	1..156
A0A9D6SDA6	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	187	IPR029499	3..184
A0A9D6SRW4	unreviewed	Cobalamin adenosyltransferase	1891241	Betaproteobacteria bacterium	184	IPR029499	4..179
A0A9D6TC79	unreviewed	Corrinoid adenosyltransferase	2026735	Deltaproteobacteria bacterium	207	IPR029499	2..190
A0A9D6TL25	unreviewed	Corrinoid adenosyltransferase	2026799	Verrucomicrobiota bacterium	180	IPR029499	4..179
A0A9D6TY09	unreviewed	Corrinoid adenosyltransferase	2053607	Candidatus Rokuibacteriota bacterium	205	IPR029499	4..193
A0A9D6U7L3	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	182	IPR029499	2..179
A0A9D6UC59	unreviewed	Corrinoid adenosyltransferase	2053521	Berkelbacteria bacterium	179	IPR029499	2..175
A0A9D6UEH5	unreviewed	Corrinoid adenosyltransferase	1911079	Methylocystis sp.	174	IPR029499	2..170
A0A9D6UR48	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	206	IPR029499	9..197
A0A9D6UWT8	unreviewed	Corrinoid adenosyltransferase	2053638	Candidatus Vogelbacteria bacterium	193	IPR029499	2..187
A0A9D6V9Y9	unreviewed	Corrinoid adenosyltransferase	2030812	Candidatus Wolfebacteria bacterium	181	IPR029499	2..176
A0A9D6VFG0	unreviewed	Corrinoid adenosyltransferase	2026887	Nitrospirota bacterium	198	IPR029499	2..191
A0A9D6VTP9	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	184	IPR029499	4..173
A0A9D6WTZ3	unreviewed	Corrinoid adenosyltransferase	2282145	Candidatus Gottesmanbacteria bacterium	187	IPR029499	3..184
A0A9D6X4T6	unreviewed	Cobalamin adenosyltransferase	1891238	Burkholderiales bacterium	192	IPR029499	4..169
A0A9D6XVA3	unreviewed	Corrinoid adenosyltransferase	2053521	Berkelbacteria bacterium	198	IPR029499	4..196
A0A9D6Y228	unreviewed	Corrinoid adenosyltransferase	2053607	Candidatus Rokuibacteriota bacterium	206	IPR029499	4..193
A0A9D6ZDL1	unreviewed	Corrinoid adenosyltransferase	2419984	Schekmanbacteria bacterium	172	IPR029499	2..169
A0A9D6ZLG4	unreviewed	Corrinoid adenosyltransferase	2026735	Deltaproteobacteria bacterium	183	IPR029499	2..174
A0A9D6ZPY7	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	182	IPR029499	4..180
A0A9D7AD89	unreviewed	Corrinoid adenosyltransferase	2518612	Candidatus Nanopelagicales bacterium	110	IPR029499	3..108
A0A9D7ADT9	unreviewed	Corrinoid adenosyltransferase	2497619	Ilumatobacteraceae bacterium	182	IPR029499	3..175
A0A9D7ADX9	unreviewed	Corrinoid adenosyltransferase	2518612	Candidatus Nanopelagicales bacterium	118	IPR029499	1..108
A0A9D7BTP7	unreviewed	Corrinoid adenosyltransferase	1971895	Thermomonas sp.	183	IPR029499	4..179
A0A9D7D1W5	unreviewed	Corrinoid adenosyltransferase	2026763	Myxococcales bacterium	183	IPR029499	2..178
A0A9D7D6J8	unreviewed	Corrinoid adenosyltransferase	1978230	Caulobacteraceae bacterium	190	IPR029499	3..184
A0A9D7D9W7	unreviewed	Corrinoid adenosyltransferase	2021391	Flavobacteriales bacterium	183	IPR029499	2..179
A0A9D7E4T2	unreviewed	Cobalamin adenosyltransferase	2899263	Candidatus Methylophosphatis roskildensis	185	IPR029499	4..179
A0A9D7EYQ6	unreviewed	Corrinoid adenosyltransferase	1869212	Chitinophagaceae bacterium	184	IPR029499	2..181
A0A9D7FII1	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	182	IPR029499	2..180
A0A9D7FNW2	unreviewed	Corrinoid adenosyltransferase	2035772	Omnitrophica bacterium	179	IPR029499	1..178
A0A9D7G2M1	unreviewed	Cobalamin adenosyltransferase	50421	Rhodoferax sp.	192	IPR029499	4..170
A0A9D7GCA1	unreviewed	Corrinoid adenosyltransferase	2021391	Flavobacteriales bacterium	183	IPR029499	2..179
A0A9D7GRN8	unreviewed	Corrinoid adenosyltransferase	1869212	Chitinophagaceae bacterium	182	IPR029499	2..179
A0A9D7IDK4	unreviewed	Corrinoid adenosyltransferase	2026790	Saprospirales bacterium	183	IPR029499	3..181
A0A9D7IHD6	unreviewed	Cobalamin adenosyltransferase	2954373	Candidatus Propionivibrio dominans	186	IPR029499	4..177
A0A9D7J0U8	unreviewed	Corrinoid adenosyltransferase	1978231	Acidobacteriota bacterium	184	IPR029499	2..176
A0A9D7J4I1	unreviewed	Corrinoid adenosyltransferase	1971211	Tessaracoccus sp.	200	IPR029499	4..185
A0A9D7JB99	unreviewed	Corrinoid adenosyltransferase	1871048	Devosia sp.	198	IPR029499	3..186
A0A9D7JT27	unreviewed	Corrinoid adenosyltransferase	2202734	Saprospiraceae bacterium	182	IPR029499	2..178
A0A9D7JZS8	unreviewed	Cobalamin adenosyltransferase	2954365	Candidatus Proximibacter danicus	183	IPR029499	4..177
A0A9D7LB33	unreviewed	Corrinoid adenosyltransferase	2006848	Opitutaceae bacterium	181	IPR029499	2..177
A0A9D7LKK8	unreviewed	Corrinoid adenosyltransferase	1911520	Actinomycetales bacterium	211	IPR029499	4..188
A0A9D7LRK4	unreviewed	Cobalamin adenosyltransferase	2899244	Candidatus Dechloromonas phosphorivorans	196	IPR029499	6..191
A0A9D7LXC0	unreviewed	Corrinoid adenosyltransferase	1874826	Novosphingobium sp.	189	IPR029499	3..178
A0A9D7MU53	unreviewed	Cobalamin adenosyltransferase	1891238	Burkholderiales bacterium	195	IPR029499	4..169
A0A9D7N2I9	unreviewed	Corrinoid adenosyltransferase	2026780	Planctomycetota bacterium	203	IPR029499	2..194
A0A9D7NRV2	unreviewed	Corrinoid adenosyltransferase	2021391	Flavobacteriales bacterium	183	IPR029499	2..179
A0A9D7NW94	unreviewed	Corrinoid adenosyltransferase	2006849	Lysobacterales bacterium	184	IPR029499	4..179
A0A9D7PTF6	unreviewed	Corrinoid adenosyltransferase	2202734	Saprospiraceae bacterium	183	IPR029499	2..178
A0A9D7PWU7	unreviewed	Cobalamin adenosyltransferase	2026761	Nitrosomonadales bacterium	178	IPR029499	3..178
A0A9D7Q6K9	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	182	IPR029499	2..180
A0A9D7QQP0	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	182	IPR029499	2..180
A0A9D7RFK4	unreviewed	Corrinoid adenosyltransferase	2717303	Haliscomenobacter sp.	183	IPR029499	3..181
A0A9D7S9C3	unreviewed	Corrinoid adenosyltransferase	2981993	Candidatus Defluviibacterium haderslevense	184	IPR029499	2..175
A0A9D7SSW2	unreviewed	Corrinoid adenosyltransferase	2982028	Candidatus Opimibacter skivensis	183	IPR029499	3..179
A0A9D7TYG5	unreviewed	Corrinoid adenosyltransferase	2026729	Cytophagaceae bacterium	182	IPR029499	2..180
A0A9D7UJI0	unreviewed	Corrinoid adenosyltransferase	2052180	Phycisphaerales bacterium	200	IPR029499	4..186
A0A9D7UMH7	unreviewed	Corrinoid adenosyltransferase	1930536	Sphingomonadaceae bacterium	193	IPR029499	3..182
A0A9D7W7L3	unreviewed	Corrinoid adenosyltransferase	2044936	Bacteroidia bacterium	176	IPR029499	2..175
A0A9D7WF32	unreviewed	Corrinoid adenosyltransferase	1909294	Hyphomicrobiales bacterium	195	IPR029499	3..187
A0A9D7WVH2	unreviewed	Corrinoid adenosyltransferase	2026786	Rhodospirillales bacterium	187	IPR029499	3..182
A0A9D7X7E6	unreviewed	Corrinoid adenosyltransferase	2052182	Rhodanobacteraceae bacterium	184	IPR029499	4..182
A0A9D7XQA8	unreviewed	Cobalamin adenosyltransferase	1898103	Rhodocyclaceae bacterium	183	IPR029499	4..179
A0A9D7ZGZ4	unreviewed	Corrinoid adenosyltransferase	2026719	Candidatus Puniceispirillum sp.	189	IPR029499	3..181
A0A9D7ZHG6	unreviewed	Corrinoid adenosyltransferase	2026780	Planctomycetota bacterium	179	IPR029499	2..176
A0A9D8A5T3	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	180	IPR029499	3..175
A0A9D8A977	unreviewed	Corrinoid adenosyltransferase	2026760	Neomarinimicrobiota bacterium	181	IPR029499	2..179
A0A9D8BCH0	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	183	IPR029499	2..178
A0A9D8BJI0	unreviewed	Corrinoid adenosyltransferase	2030811	Peregrinibacteria bacterium	183	IPR029499	3..179
A0A9D8BX72	unreviewed	Cobalamin adenosyltransferase	1891241	Betaproteobacteria bacterium	191	IPR029499	4..189
A0A9D8C306	unreviewed	Corrinoid adenosyltransferase	1898104	Bacteroidota bacterium	188	IPR029499	3..183
A0A9D8CI59	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	189	IPR029499	3..184
A0A9D8CS29	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	196	IPR029499	4..190
A0A9D8DBR4	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	188	IPR029499	2..178
A0A9D8DSR6	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	189	IPR029499	4..179
A0A9D8E6K8	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	191	IPR029499	4..181
A0A9D8EJG2	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	186	IPR029499	2..175
A0A9D8FGD4	unreviewed	Corrinoid adenosyltransferase	2026799	Verrucomicrobiota bacterium	177	IPR029499	2..174
A0A9D8GI66	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	190	IPR029499	3..183
A0A9D8GLY5	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	187	IPR029499	3..181
A0A9D8GVA5	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	190	IPR029499	4..182
A0A9D8H046	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	196	IPR029499	4..190
A0A9D8H8L7	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	183	IPR029499	2..169
A0A9D8H9X7	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	181	IPR029499	2..172
A0A9D8H9Z0	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	192	IPR029499	4..178
A0A9D8HWN6	unreviewed	Corrinoid adenosyltransferase	2080302	Acidimicrobiia bacterium	179	IPR029499	2..179
A0A9D8I259	unreviewed	Corrinoid adenosyltransferase	2900548	Actinomycetota bacterium	182	IPR029499	4..172
A0A9D8I6H0	unreviewed	Corrinoid adenosyltransferase	2026799	Verrucomicrobiota bacterium	191	IPR029499	2..177
A0A9D8J698	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	182	IPR029499	4..180
A0A9D8JCP0	unreviewed	Corrinoid adenosyltransferase	2026735	Deltaproteobacteria bacterium	203	IPR029499	2..189
A0A9D8JPF8	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	185	IPR029499	3..176
A0A9D8JUL0	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	196	IPR029499	9..176
A0A9D8JZ35	unreviewed	Corrinoid adenosyltransferase	2026724	Chloroflexota bacterium	186	IPR029499	2..183
A0A9D8L1L7	unreviewed	Corrinoid adenosyltransferase	1909294	Hyphomicrobiales bacterium	82	IPR029499	4..80
A0A9D8L754	unreviewed	Corrinoid adenosyltransferase	1909294	Hyphomicrobiales bacterium	109	IPR029499	6..103
A0A9D8L9X3	unreviewed	Corrinoid adenosyltransferase	1871048	Devosia sp.	197	IPR029499	3..186
A0A9D8LRM7	unreviewed	Corrinoid adenosyltransferase	1871050	Bosea sp. (in: a-proteobacteria)	193	IPR029499	5..187
A0A9D8LWF0	unreviewed	Corrinoid adenosyltransferase	2052315	Candidatus Dormiibacterota bacterium	180	IPR029499	7..173
A0A9D8M4H4	unreviewed	Corrinoid adenosyltransferase	2052315	Candidatus Dormiibacterota bacterium	180	IPR029499	7..173
A0A9D8NIV3	unreviewed	Corrinoid adenosyltransferase	2212467	Bacteroidaceae bacterium	181	IPR029499	2..181
A0A9D8NVI4	unreviewed	Corrinoid adenosyltransferase	2026778	Phycisphaerae bacterium	211	IPR029499	3..204
A0A9D8NW58	unreviewed	Corrinoid adenosyltransferase	1913989	Gammaproteobacteria bacterium	186	IPR029499	4..176
A0A9D8NXE8	unreviewed	Corrinoid adenosyltransferase	2053306	Ignavibacteria bacterium	182	IPR029499	2..178
A0A9D8PQJ7	unreviewed	Cobalamin adenosyltransferase	2053492	Accumulibacter sp.	186	IPR029499	4..177
A0A9D8Q9D9	unreviewed	Corrinoid adenosyltransferase	1871050	Bosea sp. (in: a-proteobacteria)	173	IPR029499	2..164
A0A9D8QER2	unreviewed	Corrinoid adenosyltransferase	1903720	Bacilli bacterium	186	IPR029499	2..178
A0A9D8R560	unreviewed	Corrinoid adenosyltransferase	2030927	Bacteroidales bacterium	194	IPR029499	2..193
A0A9D8RML4	unreviewed	Corrinoid adenosyltransferase	1872444	Alistipes sp.	182	IPR029499	2..180
A0A9D8SE15	unreviewed	Corrinoid adenosyltransferase	1872444	Alistipes sp.	183	IPR029499	2..181
A0A9D8SJW3	unreviewed	Corrinoid adenosyltransferase	2691551	Thermoguttaceae bacterium	88	IPR029499	1..76
A0A9D8T219	unreviewed	Corrinoid adenosyltransferase	2030927	Bacteroidales bacterium	187	IPR029499	2..181
A0A9D8TVA8	unreviewed	Corrinoid adenosyltransferase	1872397	Aeriscardovia sp.	188	IPR029499	3..186
A0A9D8TXA4	unreviewed	Corrinoid adenosyltransferase	1872397	Aeriscardovia sp.	188	IPR029499	3..186
A0A9D8U138	unreviewed	Corrinoid adenosyltransferase	2664180	Kordiimonadaceae bacterium	188	IPR029499	3..182
A0A9D8UUM3	unreviewed	Corrinoid adenosyltransferase	1913961	Rhizobiaceae bacterium	193	IPR029499	5..187
A0A9D8W152	unreviewed	Corrinoid adenosyltransferase	1915402	Roseitalea sp.	192	IPR029499	5..186
A0A9D8W421	unreviewed	Corrinoid adenosyltransferase	1872480	Altererythrobacter sp.	191	IPR029499	3..185
A0A9D8WA70	unreviewed	Corrinoid adenosyltransferase	2024848	Parvibaculum sp.	196	IPR029499	4..180
A0A9D8WJW9	unreviewed	Corrinoid adenosyltransferase	1968823	Henriciella sp.	190	IPR029499	3..181
A0A9D8XGF8	unreviewed	Corrinoid adenosyltransferase	1872444	Alistipes sp.	190	IPR029499	2..188
A0A9D8XM67	unreviewed	Corrinoid adenosyltransferase	2030927	Bacteroidales bacterium	187	IPR029499	2..181
A0A9D8Y1Y2	unreviewed	Corrinoid adenosyltransferase	1872397	Aeriscardovia sp.	188	IPR029499	3..186
A0A9D8YCU1	unreviewed	Corrinoid adenosyltransferase	2053516	Balneolaceae bacterium	181	IPR029499	2..177
A0A9D8YID7	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	192	IPR029499	5..187
A0A9D8YK65	unreviewed	Corrinoid adenosyltransferase	1891229	Pseudomonadales bacterium	186	IPR029499	4..185
A0A9D8YX47	unreviewed	Corrinoid adenosyltransferase	2306054	Rhodothermales bacterium	179	IPR029499	2..177
A0A9D8Z036	unreviewed	Corrinoid adenosyltransferase	1974203	Gracilimonas sp.	181	IPR029499	2..177
A0A9D8Z269	unreviewed	Corrinoid adenosyltransferase	1909294	Hyphomicrobiales bacterium	195	IPR029499	5..189
A0A9D8ZJ77	unreviewed	Corrinoid adenosyltransferase	2026786	Rhodospirillales bacterium	187	IPR029499	4..181
A0A9D9A0C8	unreviewed	Corrinoid adenosyltransferase	50741	Marinobacter sp.	185	IPR029499	4..181
A0A9D9ADL4	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	187	IPR029499	4..181
A0A9D9BFV4	unreviewed	Corrinoid adenosyltransferase	1936156	Roseibium sp.	191	IPR029499	5..185
A0A9D9BRL7	unreviewed	Corrinoid adenosyltransferase	2020870	Psychroserpens sp.	191	IPR029499	2..185
A0A9D9C4Z6	unreviewed	Corrinoid adenosyltransferase	2498093	Muribaculaceae bacterium	105	IPR029499	3..103
A0A9D9CFI0	unreviewed	Corrinoid adenosyltransferase	1872444	Alistipes sp.	194	IPR029499	2..192
A0A9D9DS64	unreviewed	Corrinoid adenosyltransferase	2840905	Candidatus Pullibacteroides excrementavium	183	IPR029499	2..182
A0A9D9EGZ1	unreviewed	Corrinoid adenosyltransferase	2840783	Candidatus Enterocola intestinipullorum	168	IPR029499	2..165
A0A9D9EVN1	unreviewed	Corrinoid adenosyltransferase	192149	Allomuricauda sp.	185	IPR029499	2..179
A0A9D9F4A6	unreviewed	Corrinoid adenosyltransferase	2024824	Balneola sp.	181	IPR029499	2..178
A0A9D9FGJ5	unreviewed	Corrinoid adenosyltransferase	1486257	Maricaulis sp.	192	IPR029499	3..185
A0A9D9G6S9	unreviewed	Corrinoid adenosyltransferase	2212467	Bacteroidaceae bacterium	180	IPR029499	2..180
A0A9D9GEA2	unreviewed	Corrinoid adenosyltransferase	2748031	Paludibacteraceae bacterium	174	IPR029499	2..168
A0A9D9GK05	unreviewed	Corrinoid adenosyltransferase	2030927	Bacteroidales bacterium	175	IPR029499	2..173
A0A9D9GZ87	unreviewed	Corrinoid adenosyltransferase	2840778	Candidatus Egerieousia excrementavium	195	IPR029499	2..193
A0A9D9H7I4	unreviewed	Corrinoid adenosyltransferase	2840718	Candidatus Caccoplasma merdipullorum	179	IPR029499	2..177
A0A9D9HVT2	unreviewed	Corrinoid adenosyltransferase	2840839	Candidatus Gallipaludibacter merdavium	176	IPR029499	2..173
A0A9D9I6U7	unreviewed	Corrinoid adenosyltransferase	2840873	Candidatus Merdivivens pullistercoris	176	IPR029499	2..174
A0A9D9IK24	unreviewed	Corrinoid adenosyltransferase	2840872	Candidatus Merdivivens pullicola	176	IPR029499	2..174
A0A9D9IQW0	unreviewed	Corrinoid adenosyltransferase	2840854	Candidatus Limisoma faecipullorum	188	IPR029499	3..186
A0A9D9JK50	unreviewed	Corrinoid adenosyltransferase	1969469	Thermomicrobium sp.	179	IPR029499	2..172
A0A9D9K2S4	unreviewed	Corrinoid adenosyltransferase	2562120	Roseiflexus sp.	188	IPR029499	2..177
A0A9D9LEY0	unreviewed	Corrinoid adenosyltransferase	2072417	Candidatus Methylomirabilota bacterium	186	IPR029499	6..186
A0A9D9LGJ2	unreviewed	Corrinoid adenosyltransferase	2072417	Candidatus Methylomirabilota bacterium	180	IPR029499	2..179
A0A9D9LKA9	unreviewed	Corrinoid adenosyltransferase	2049048	Rikenellaceae bacterium	183	IPR029499	2..181
A0A9D9LWR7	unreviewed	Corrinoid adenosyltransferase	2652289	Selenomonadaceae bacterium	165	IPR029499	2..163
A0A9D9MLS4	unreviewed	Corrinoid adenosyltransferase	2026728	Crocinitomicaceae bacterium	182	IPR029499	2..179
A0A9D9MZC0	unreviewed	Cobalamin adenosyltransferase	1872668	Azonexus sp.	188	IPR029499	5..184
A0A9D9NPX3	unreviewed	Corrinoid adenosyltransferase	2840871	Candidatus Merdivivens faecigallinarum	177	IPR029499	2..175
A0A9D9QCR3	unreviewed	Cobalamin adenosyltransferase	1903157	Piscinibacter sp.	191	IPR029499	4..170
A0A9D9QWQ1	unreviewed	Corrinoid adenosyltransferase	239	Flavobacterium sp.	189	IPR029499	2..185
A0A9D9R4I9	unreviewed	Corrinoid adenosyltransferase	2026729	Cytophagaceae bacterium	183	IPR029499	2..179
A0A9D9RFU1	unreviewed	Corrinoid adenosyltransferase	1917865	Sediminibacterium sp.	184	IPR029499	2..181
A0A9D9RUB9	unreviewed	Corrinoid adenosyltransferase	2073117	Anaerolineales bacterium	180	IPR029499	3..176
A0A9D9S2F8	unreviewed	Cobalamin adenosyltransferase	1872668	Azonexus sp.	192	IPR029499	4..187
A0A9D9S5I2	unreviewed	Cobalamin adenosyltransferase	2569862	Methyloversatilis sp.	189	IPR029499	4..179
A0A9D9SHW3	unreviewed	Cobalamin adenosyltransferase	1907725	Limnohabitans sp.	192	IPR029499	4..180
A0A9D9SP12	unreviewed	Cobalamin adenosyltransferase	1909292	Rhizobacter sp.	169	IPR029499	1..145
A0A9D9SRJ1	unreviewed	Cobalamin adenosyltransferase	1909292	Rhizobacter sp.	65	IPR029499	3..51
A0A9D9SWN8	unreviewed	Corrinoid adenosyltransferase	1917219	Fluviicola sp.	183	IPR029499	2..176
A0A9D9T9R9	unreviewed	Cobalamin adenosyltransferase	1898103	Rhodocyclaceae bacterium	183	IPR029499	4..179
A0A9D9TS69	unreviewed	Corrinoid adenosyltransferase	1960882	Pseudarcicella sp.	186	IPR029499	2..181
A0A9D9U0Y5	unreviewed	Corrinoid adenosyltransferase	1869212	Chitinophagaceae bacterium	186	IPR029499	3..183
A0A9D9U2Q0	unreviewed	Corrinoid adenosyltransferase	1891229	Pseudomonadales bacterium	182	IPR029499	4..181
A0A9D9UML9	unreviewed	Corrinoid adenosyltransferase	2202734	Saprospiraceae bacterium	184	IPR029499	2..180
A0A9D9UWU7	unreviewed	Corrinoid adenosyltransferase	2053589	Paceibacterota bacterium	184	IPR029499	2..179
A0A9D9V059	unreviewed	Corrinoid adenosyltransferase	2053589	Paceibacterota bacterium	190	IPR029499	3..183
A0A9D9V8X2	unreviewed	Corrinoid adenosyltransferase	2748031	Paludibacteraceae bacterium	180	IPR029499	2..179
A0A9D9VDG0	unreviewed	Corrinoid adenosyltransferase	2053589	Paceibacterota bacterium	184	IPR029499	2..178
A0A9D9VJK8	unreviewed	Corrinoid adenosyltransferase	2053589	Paceibacterota bacterium	176	IPR029499	2..172
A0A9D9W0P2	unreviewed	Corrinoid adenosyltransferase	1940288	Ferruginibacter sp.	187	IPR029499	3..183
A0A9D9WE17	unreviewed	Corrinoid adenosyltransferase	2498093	Muribaculaceae bacterium	187	IPR029499	3..184
A0A9D9X6Z1	unreviewed	Corrinoid adenosyltransferase	1891229	Pseudomonadales bacterium	185	IPR029499	4..181
A0A9D9XHX6	unreviewed	Corrinoid adenosyltransferase	2748031	Paludibacteraceae bacterium	171	IPR029499	2..168
A0A9D9Y997	unreviewed	Corrinoid adenosyltransferase	2026804	Candidatus Woesebacteria bacterium	169	IPR029499	2..162
A0A9D9YNN1	unreviewed	Corrinoid adenosyltransferase	29523	Bacteroides sp.	187	IPR029499	2..184
A0A9D9Z0N4	unreviewed	Corrinoid adenosyltransferase	2202144	Spirochaetota bacterium	181	IPR029499	2..179
A0A9D9ZF60	unreviewed	Corrinoid adenosyltransferase	59823	Prevotella sp.	69	IPR029499	12..66
A0A9D9ZMQ0	unreviewed	Corrinoid adenosyltransferase	2782225	Leptotrichiaceae bacterium	191	IPR029499	2..183
A0A9E0ABB3	unreviewed	Corrinoid adenosyltransferase	239	Flavobacterium sp.	189	IPR029499	2..185
A0A9E0AKD8	unreviewed	Corrinoid adenosyltransferase	2044936	Bacteroidia bacterium	184	IPR029499	3..181
A0A9E0AR40	unreviewed	Corrinoid adenosyltransferase	2044936	Bacteroidia bacterium	182	IPR029499	2..179
A0A9E0BGN5	unreviewed	Corrinoid adenosyltransferase	2448779	Chitinophagales bacterium	182	IPR029499	2..180
A0A9E0BTI5	unreviewed	Corrinoid adenosyltransferase	2202734	Saprospiraceae bacterium	181	IPR029499	2..177
A0A9E0C4A0	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	186	IPR029499	4..180
A0A9E0DQU5	unreviewed	Corrinoid adenosyltransferase	1926307	Veillonella sp.	167	IPR029499	3..165
A0A9E0EAL0	unreviewed	Corrinoid adenosyltransferase	1912891	Sphingobium sp.	193	IPR029499	3..176
A0A9E0EGA5	unreviewed	Corrinoid adenosyltransferase	2268201	Synergistales bacterium	170	IPR029499	2..163
A0A9E0F6T4	unreviewed	Corrinoid adenosyltransferase	2044936	Bacteroidia bacterium	184	IPR029499	3..181
A0A9E0G6T3	unreviewed	Corrinoid adenosyltransferase	2030927	Bacteroidales bacterium	186	IPR029499	4..184
A0A9E0GJ94	unreviewed	Corrinoid adenosyltransferase	2614250	Caldilineaceae bacterium	187	IPR029499	3..184
A0A9E0HN38	unreviewed	Corrinoid adenosyltransferase	2021391	Flavobacteriales bacterium	183	IPR029499	2..179
A0A9E0ICJ2	unreviewed	Cobalamin adenosyltransferase	50421	Rhodoferax sp.	192	IPR029499	4..172
A0A9E0IHH0	unreviewed	Corrinoid adenosyltransferase	2212474	Kofleriaceae bacterium	192	IPR029499	3..189
A0A9E0IVA0	unreviewed	Corrinoid adenosyltransferase	2202734	Saprospiraceae bacterium	180	IPR029499	2..179
A0A9E0J261	unreviewed	Cobalamin adenosyltransferase	2819261	Sterolibacterium sp.	190	IPR029499	4..179
A0A9E0JD97	unreviewed	Corrinoid adenosyltransferase	29523	Bacteroides sp.	187	IPR029499	2..184
A0A9E0JSG5	unreviewed	Cobalamin adenosyltransferase	2818474	Laribacter sp.	188	IPR029499	4..178
A0A9E0JZX8	unreviewed	Corrinoid adenosyltransferase	2499140	Negativicutes bacterium	166	IPR029499	2..165
A0A9E0KJ15	unreviewed	Corrinoid adenosyltransferase	2748031	Paludibacteraceae bacterium	171	IPR029499	2..168
A0A9E0KT02	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	119	IPR029499	6..108
A0A9E0KT52	unreviewed	Corrinoid adenosyltransferase	1913988	Alphaproteobacteria bacterium	77	IPR029499	4..76
A0A9E0KYH1	unreviewed	Corrinoid adenosyltransferase	1889775	Moraxellaceae bacterium	189	IPR029499	4..180
A0A9E0L5Q8	unreviewed	Corrinoid adenosyltransferase	1871053	Phenylobacterium sp.	189	IPR029499	4..184
A0A9E0LQD3	unreviewed	Corrinoid adenosyltransferase	2052151	Candidatus Levyibacteriota bacterium	182	IPR029499	3..182
A0A9E0LT33	unreviewed	Corrinoid adenosyltransferase	2651171	Thermoanaerobaculia bacterium	187	IPR029499	3..184
A0A9E0MDR9	unreviewed	Cobalamin adenosyltransferase	50421	Rhodoferax sp.	194	IPR029499	4..170
A0A9E0MLJ0	unreviewed	Corrinoid adenosyltransferase	2212474	Kofleriaceae bacterium	190	IPR029499	2..186
A0A9E0PJG2	unreviewed	Cobalamin adenosyltransferase	2818473	Giesbergeria sp.	191	IPR029499	4..179
A0A9E0PPK4	unreviewed	Corrinoid adenosyltransferase	2053589	Paceibacterota bacterium	191	IPR029499	7..185
A0A9E0Q0W9	unreviewed	Cobalamin adenosyltransferase	50259	Rubrivivax sp.	191	IPR029499	3..169
A0A9E0Q3A1	unreviewed	Corrinoid adenosyltransferase	2053589	Paceibacterota bacterium	189	IPR029499	2..184
A0A9E0Q7H4	unreviewed	Corrinoid adenosyltransferase	2030927	Bacteroidales bacterium	181	IPR029499	2..179
A0A9E0QDC0	unreviewed	Corrinoid adenosyltransferase	59823	Prevotella sp.	161	IPR029499	2..159
A0A9E0QLK4	unreviewed	Corrinoid adenosyltransferase	2708021	Paraperlucidibaca sp.	183	IPR029499	4..180
A0A9E0QX99	unreviewed	Corrinoid adenosyltransferase	1872502	Amphritea sp.	186	IPR029499	3..182
A0A9E0SD62	unreviewed	Corrinoid adenosyltransferase	1872429	Algicola sp.	191	IPR029499	2..185
